id,vertex_index,X,Y
"0","0",29.2378762127387,41.3077401323063
"0","1",29.2279009553285,41.2997696438555
"0","2",29.2221878533571,41.295136775576
"0","3",29.2171095404937,41.2912530883444
"0","4",29.2134821741627,41.2879824355527
"0","5",29.2098548078317,41.2853249094312
"0","6",29.2034162325941,41.2796687884191
"0","7",29.1977938147811,41.2751026464064
"0","8",29.1928061860759,41.2709451348296
"0","9",29.1880906098456,41.2676734641618
"0","10",29.183284349457,41.2635836452808
"0","11",29.1791128781763,41.259629910203
"0","12",29.1732184078885,41.2550623665536
"0","13",29.1675053059171,41.2491309003905
"0","14",29.1604319415716,41.2412896302027
"0","15",29.1547188396003,41.2348113494774
"0","16",29.1471920544634,41.2294918600191
"0","17",29.1370354287366,41.2234898650983
"0","18",29.1313223267653,41.2191926439833
"0","19",29.1257905931105,41.2157819500627
"0","20",29.1174476505491,41.2091646966709
"0","21",29.1117345485778,41.2048665343888
"0","22",29.1044798159158,41.1992716780407
"0","23",29.0974064515703,41.1938810591827
"0","24",29.0901517189083,41.1876028169372
"0","25",29.0825342496131,41.1816652296548
"0","26",29.0783627783325,41.1737476091521
"0","27",29.0701105199294,41.1673309043211
"0","28",29.0629464714257,41.1622107422748
"0","29",29.059772525886,41.1543589306556
"0","30",29.0624930506343,41.1457552467796
"0","31",29.065032207066,41.1401553397011
"0","32",29.0692036783467,41.1354428522992
"0","33",29.0747354120015,41.1310032428772
"0","34",29.0787255149656,41.1266316415919
"0","35",29.0786348308073,41.1213716727775
"0","36",29.0761863585339,41.1167944737714
"0","37",29.0708359931956,41.1124219258967
"0","38",29.066664521915,41.1085273802407
"0","39",29.0622209981595,41.1049742598891
"0","40",29.0623116823177,41.0995075454677
"0","41",29.0622209981595,41.0961589581708
"0","42",29.0617675773681,41.0904864718404
"0","43",29.0618582615264,41.0865906252595
"0","44",29.0615862090515,41.0830363181204
"0","45",29.0572333694543,41.0784564466568
"0","46",29.0542407922312,41.0758587657862
"0","47",29.0527898456988,41.071962051998
"0","48",29.0514295833247,41.06724466838
"0","49",29.0502506892671,41.0632790696029
"0","50",29.0467140070943,41.0579456459215
"0","51",29.0434493773964,41.0535691803973
"0","52",29.0401847476986,41.050286640178
"0","53",29.0369201180006,41.0467303701232
"0","54",29.0303908586048,41.0420795731128
"0","55",29.0213224427773,41.0382492581938
"0","56",29.013977025957,41.0356499889791
"0","57",29.0086266606188,41.0331190229644
"0","58",29.0049086101295,41.0309984089551
"0","59",28.9994675606329,41.0257307818471
"0","60",28.9972004566761,41.0202574761624
"0","61",28.9965656675681,41.0153995363789
"0","62",28.9984700348919,41.0085567600099
"0","63",28.996837720043,41.0043138817503
"0","64",28.9933010378702,40.9960326389714
"0","65",28.9892202507478,40.9878872614328
"0","66",28.9861369893664,40.9810416282282
"0","67",28.9827816755103,40.9736475462271
"0","68",28.9792449933375,40.9665265357825
"0","69",28.9765244685893,40.9606374273987
"0","70",28.9730784705748,40.9536519896944
"0","71",28.9697231567186,40.9463233341289
"0","72",28.9653703171214,40.9383773306651
"0","73",28.9622870557401,40.9324172007064
"0","74",28.9608361092077,40.9276898187329
"0","75",28.9574807953515,40.9212490729621
"0","76",28.9532186399125,40.9124776864318
"0","77",28.9489564844736,40.904870307425
"0","78",28.9462359597253,40.8977418788948
"0","79",28.9422458567612,40.890201358849
"0","80",28.938890542905,40.8836198390346
"1","0",27.5417197163572,40.7484170627445
"1","1",27.5127007857091,40.7385234148015
"1","2",27.4909365877231,40.7275287466052
"1","3",27.4793290154638,40.7242299918694
"1","4",27.4633686036074,40.7132329618794
"1","5",27.4401534590889,40.6824316136985
"1","6",27.4285458868296,40.6703271878604
"1","7",27.4183892611028,40.6560191240145
"1","8",27.408232635376,40.6417079909711
"1","9",27.3821155977927,40.6240900757747
"1","10",27.3530966671446,40.6064675121745
"1","11",27.3313324691585,40.5965527775594
"1","12",27.2950588058484,40.5833308438729
"1","13",27.2557018811569,40.5693485604771
"1","14",27.220153691113,40.5539164428752
"1","15",27.1882328674001,40.5412373991666
"1","16",27.1657431961478,40.5335185451858
"1","17",27.1427094199458,40.5226968689174
"1","18",27.1093376497005,40.5083571800945
"1","19",27.0803187190524,40.5006345389273
"1","20",27.0556526280015,40.4929110086251
"1","21",27.0193789646914,40.4818758516059
"1","22",26.9743996221869,40.4752538864884
"1","23",26.9410278519415,40.4730464196369
"1","24",26.9076560816962,40.4697350832886
"1","25",26.8858918837102,40.4664235836578
"1","26",26.8670295787889,40.4609040547646
"1","27",26.8438144342704,40.4542800214209
"1","28",26.8031879313631,40.4432385145848
"1","29",26.7785218403122,40.4332996074746
"1","30",26.7561228532182,40.424394895822
"1","31",26.7395276522538,40.4161101138285
